beneficiary_id,beneficiary_code,account_id,beneficiary_name,beneficiary_bank,beneficiary_account_number,ifsc_code,relationship,beneficiary_type,city,state,mobile_number,email,added_date,status
158,BEN573866,94,Yamini Sagar,BankAI,160291064054,BKAI486649,Friend,Internal,Rewa,Assam,4141832856,yamini.sagar@gmail.com,2025-07-23,Active
159,BEN585188,95,Kashvi Bhardwaj,BankAI,708082884546,BKAI930281,Friend,Internal,Chandigarh,Maharashtra,7990421020,kashvi.bhardwaj@gmail.com,2025-12-16,Active
160,BEN437145,95,Fiyaz Prabhu,IndusInd Bank,622289523089,BKAI625721,Father,External,Agartala,Telangana,0564814917,fiyaz.prabhu@gmail.com,2025-09-22,Active
161,BEN849014,95,Yahvi Ganesan,AU Small Finance Bank,654412972034,BKAI777513,Father,External,Sangli-Miraj & Kupwad,Himachal Pradesh,9138000307,yahvi.ganesan@gmail.com,2023-08-23,Active
162,BEN481574,95,Andrew Saini,Indian Bank,526416780991,BKAI528625,Friend,External,Pondicherry,Haryana,5419518023,andrew.saini@gmail.com,2018-10-22,Active
163,BEN199096,96,Vidhi Mandal,HDFC Bank,845425775966,BKAI505341,Mother,External,Khammam,Assam,0534949375,vidhi.mandal@gmail.com,2018-04-21,Active
164,BEN449555,96,Faqid Ahuja,Kotak Mahindra Bank,740300175457,BKAI795847,Self,External,Nagpur,Haryana,0506413836,faqid.ahuja@gmail.com,2022-07-01,Active
165,BEN235215,96,Charita Bassi,IndusInd Bank,879944763170,BKAI188834,Mother,External,Saharsa,Maharashtra,7191826199,charita.bassi@gmail.com,2022-03-13,Active
166,BEN777406,97,Madhav Lal,BankAI,566736054731,BKAI633188,Brother,Internal,Singrauli,Tamil Nadu,5743132912,madhav.lal@gmail.com,2022-05-09,Active
167,BEN301332,98,Nirja Ray,Yes Bank,268094563260,BKAI180913,Mother,External,Jorhat,Kerala,7474112490,nirja.ray@gmail.com,2017-07-31,Active
168,BEN794083,98,Jeet Parekh,AU Small Finance Bank,781896098873,BKAI237414,Spouse,External,Anand,Arunachal Pradesh,4206788317,jeet.parekh@gmail.com,2024-09-09,Active
169,BEN856215,98,Azaan Kapadia,Yes Bank,149124433247,BKAI530816,Brother,External,Davanagere,Uttarakhand,5199410137,azaan.kapadia@gmail.com,2018-05-08,Active
170,BEN345369,98,Anvi Shenoy,Punjab National Bank,364286565492,BKAI424500,Employee,External,Gulbarga,Odisha,6706625324,anvi.shenoy@gmail.com,2017-08-16,Active
171,BEN584106,99,Krisha Merchant,Kotak Mahindra Bank,412542358733,BKAI915922,Brother,External,Bulandshahr,Nagaland,0146263838,krisha.merchant@gmail.com,2020-07-03,Active
172,BEN940181,99,Xavier Padmanabhan,BankAI,252920865098,BKAI362147,Self,Internal,Munger,Himachal Pradesh,0593040785,xavier.padmanabhan@gmail.com,2021-01-11,Active
173,BEN398910,99,Jatin Khosla,HDFC Bank,937878863625,BKAI268099,Mother,External,Deoghar,Uttarakhand,3965223955,jatin.khosla@gmail.com,2020-08-30,Active
174,BEN466566,100,Ijaya Tailor,Axis Bank,129766150285,BKAI535050,Self,External,Akola,Meghalaya,1039308705,ijaya.tailor@gmail.com,2020-10-15,Active
175,BEN335445,100,Hema Naik,HDFC Bank,448013415558,BKAI203896,Friend,External,Lucknow,Chhattisgarh,1851569154,hema.naik@gmail.com,2019-02-17,Active
176,BEN829884,101,Widisha Nadig,BankAI,253893447730,BKAI895702,Friend,Internal,Kishanganj,Tamil Nadu,3926442209,widisha.nadig@gmail.com,2021-05-22,Active
177,BEN975522,102,Nathan Kant,BankAI,701937603321,BKAI862560,Spouse,Internal,Mehsana,Chhattisgarh,1355215704,nathan.kant@gmail.com,2021-09-03,Active
178,BEN227767,102,Lavanya Chokshi,BankAI,362198087367,BKAI540218,Spouse,Internal,Nashik,Madhya Pradesh,6267658617,lavanya.chokshi@gmail.com,2019-06-08,Active
179,BEN725726,102,Bina Bandi,BankAI,119482202674,BKAI762652,Spouse,Internal,Jaipur,Karnataka,1152621815,bina.bandi@gmail.com,2023-09-16,Active
180,BEN352249,103,Upasna Gala,BankAI,557717515381,BKAI296412,Friend,Internal,Sangli-Miraj & Kupwad,Arunachal Pradesh,5336884443,upasna.gala@gmail.com,2025-06-17,Active
181,BEN509420,104,Faraj Bhagat,Indian Bank,619147005473,BKAI145649,Spouse,External,Delhi,Maharashtra,4973103241,faraj.bhagat@gmail.com,2022-03-26,Active
182,BEN908977,106,Warinder Suresh,IDFC FIRST Bank,909953107386,BKAI893435,Mother,External,Mysore,Rajasthan,2565270477,warinder.suresh@gmail.com,2025-12-03,Active
183,BEN970720,106,Faqid Chatterjee,IndusInd Bank,854965668757,BKAI587192,Other,External,Hapur,Uttar Pradesh,9380686879,faqid.chatterjee@gmail.com,2021-01-19,Active
184,BEN138780,106,Siya Banerjee,HDFC Bank,320303658363,BKAI145934,Friend,External,Jamshedpur,Tripura,2233206163,siya.banerjee@gmail.com,2025-12-13,Active
185,BEN365618,107,Bhavna Chahal,AU Small Finance Bank,924791005825,BKAI778324,Father,External,Miryalaguda,Madhya Pradesh,4870998616,bhavna.chahal@gmail.com,2022-06-01,Active
186,BEN558176,109,Damyanti Chaudhuri,BankAI,541906979680,BKAI879414,Sister,Internal,Jorhat,Kerala,4679970246,damyanti.chaudhuri@gmail.com,2022-01-31,Active
187,BEN485191,109,Anjali Randhawa,BankAI,980143211604,BKAI644500,Mother,Internal,Patiala,Arunachal Pradesh,4505444713,anjali.randhawa@gmail.com,2025-06-29,Active
188,BEN436814,111,Lipika Saha,Indian Bank,186340000596,BKAI443848,Friend,External,Maheshtala,Manipur,6785082148,lipika.saha@gmail.com,2022-12-25,Active
189,BEN468623,111,Harini Hans,ICICI Bank,144870080236,BKAI862120,Business Partner,External,Howrah,Haryana,7053457861,harini.hans@gmail.com,2022-06-19,Active
190,BEN178686,112,Udant Goel,Yes Bank,802962382098,BKAI525942,Brother,External,Dharmavaram,Nagaland,5241406029,udant.goel@gmail.com,2017-06-08,Active
191,BEN249715,112,Krish Rout,BankAI,769364937804,BKAI811027,Friend,Internal,Bangalore,Meghalaya,2903494466,krish.rout@gmail.com,2026-01-11,Active
192,BEN694799,113,Vidhi Mittal,Bank of Baroda,761564057472,BKAI260891,Friend,External,Bhimavaram,Bihar,8589944171,vidhi.mittal@gmail.com,2022-04-05,Active
193,BEN517368,114,Leena Misra,Indian Bank,814314846322,BKAI392227,Father,External,Jalgaon,Mizoram,0965207446,leena.misra@gmail.com,2025-02-23,Active
194,BEN688956,114,Pavani Kapadia,BankAI,388268588472,BKAI912609,Mother,Internal,Secunderabad,Mizoram,2824172482,pavani.kapadia@gmail.com,2021-06-01,Active
195,BEN309902,114,Jasmit Mohanty,IDFC FIRST Bank,246555611783,BKAI994253,Self,External,Bathinda,Kerala,9471709991,jasmit.mohanty@gmail.com,2024-06-25,Active
196,BEN800280,115,Sai Wagle,BankAI,878881260835,BKAI168093,Spouse,Internal,Haridwar,Arunachal Pradesh,2356972521,sai.wagle@gmail.com,2023-03-01,Active
197,BEN932250,115,Ayush Agrawal,IDFC FIRST Bank,659898345574,BKAI335134,Self,External,Panipat,Gujarat,9271296666,ayush.agrawal@gmail.com,2024-03-01,Active
198,BEN590110,116,Irya Prakash,Bank of Baroda,244103226328,BKAI741674,Business Partner,External,Pondicherry,Tripura,0033542168,irya.prakash@gmail.com,2025-09-06,Active
199,BEN906527,117,Aradhana Misra,Indian Bank,179778590209,BKAI231414,Other,External,Sirsa,Telangana,6257532603,aradhana.misra@gmail.com,2019-03-20,Active
200,BEN234568,117,Yashawini Gara,Indian Bank,708941592508,BKAI770872,Spouse,External,Ambarnath,Tamil Nadu,6489090100,yashawini.gara@gmail.com,2017-10-23,Active
201,BEN971776,117,David Krishnan,Bandhan Bank,667468951032,BKAI260448,Mother,External,Jamnagar,Gujarat,4618499261,david.krishnan@gmail.com,2024-08-08,Active
202,BEN987025,117,Deepa Cherian,Bank of Baroda,375216607657,BKAI305837,Spouse,External,Davanagere,Punjab,4835642087,deepa.cherian@gmail.com,2020-03-29,Active
203,BEN720556,118,Aarav Arya,HDFC Bank,739699331016,BKAI261684,Father,External,Bhubaneswar,Uttarakhand,2181143744,aarav.arya@gmail.com,2019-06-02,Active
204,BEN965322,118,Anmol Mannan,AU Small Finance Bank,133774683071,BKAI185168,Self,External,Satara,Maharashtra,1002255794,anmol.mannan@gmail.com,2019-03-24,Active
205,BEN748133,119,Deepa Rattan,BankAI,132809217364,BKAI622230,Business Partner,Internal,Sirsa,Himachal Pradesh,7621202169,deepa.rattan@gmail.com,2020-04-20,Active
206,BEN411882,120,Sachi Parmer,Yes Bank,179257368565,BKAI822063,Self,External,Bikaner,Meghalaya,1670145089,sachi.parmer@gmail.com,2021-06-28,Active
207,BEN427766,120,Tarak Kothari,Bank of Baroda,889679065378,BKAI434827,Friend,External,Sri Ganganagar,Sikkim,2890028772,tarak.kothari@gmail.com,2016-10-07,Active
208,BEN639995,120,Oni Mall,Yes Bank,218376390592,BKAI434617,Father,External,Guna,Haryana,6317797177,oni.mall@gmail.com,2025-01-17,Active
209,BEN153063,120,Charan Raval,BankAI,562204526663,BKAI360330,Employee,Internal,Vadodara,Nagaland,1994883755,charan.raval@gmail.com,2024-08-17,Active
210,BEN622469,121,Warjas Patla,Axis Bank,666918371818,BKAI589491,Sister,External,Raipur,Bihar,0554885102,warjas.patla@gmail.com,2022-12-17,Active
211,BEN629996,121,Lakshmi Hayre,BankAI,337257122934,BKAI711680,Brother,Internal,Jamshedpur,West Bengal,3735160917,lakshmi.hayre@gmail.com,2025-11-07,Active
212,BEN399628,121,Yahvi Agrawal,AU Small Finance Bank,110895003819,BKAI988324,Self,External,Begusarai,Maharashtra,8292216995,yahvi.agrawal@gmail.com,2024-12-01,Active
213,BEN520040,122,Laksh Rao,Bank of Baroda,722989978517,BKAI689107,Father,External,Durg,Manipur,2698485833,laksh.rao@gmail.com,2020-03-19,Active
214,BEN965401,122,Ekaja Gokhale,Union Bank of India,787147912287,BKAI813449,Spouse,External,Bhiwandi,Tripura,8799684608,ekaja.gokhale@gmail.com,2024-12-22,Active
215,BEN891638,123,Avni Bhalla,Bank of Baroda,315367988390,BKAI731728,Sister,External,Shimoga,Tripura,4420438057,avni.bhalla@gmail.com,2020-10-23,Active
216,BEN256175,125,Saumya Khanna,Indian Bank,252537935638,BKAI443897,Employer,External,Nashik,Madhya Pradesh,6580043973,saumya.khanna@gmail.com,2022-11-06,Active
217,BEN722565,125,Indali Menon,IDFC FIRST Bank,655495494160,BKAI968524,Sister,External,Belgaum,Sikkim,2281606484,indali.menon@gmail.com,2020-12-04,Active
218,BEN806537,126,Aahana Narayanan,Bank of Baroda,741739153942,BKAI422623,Friend,External,Bhatpara,Arunachal Pradesh,5909479851,aahana.narayanan@gmail.com,2018-04-15,Active
219,BEN856442,127,Bahadurjit Tiwari,Punjab National Bank,740170695850,BKAI603787,Father,External,Vijayanagaram,Nagaland,1533555439,bahadurjit.tiwari@gmail.com,2019-05-14,Active
220,BEN961574,127,Dakshesh Pal,Canara Bank,369211672097,BKAI133104,Spouse,External,New Delhi,Rajasthan,0561648408,dakshesh.pal@gmail.com,2018-07-25,Active
221,BEN530311,129,Yagnesh Bassi,BankAI,952558822963,BKAI741181,Employer,Internal,Nellore,Karnataka,1288013361,yagnesh.bassi@gmail.com,2016-08-18,Active
222,BEN688132,130,Faraj Bajwa,Indian Bank,626830252568,BKAI651002,Brother,External,Bathinda,Arunachal Pradesh,1024819346,faraj.bajwa@gmail.com,2024-06-23,Active
223,BEN808699,130,Nisha Badal,Indian Bank,850420656911,BKAI774558,Friend,External,Kochi,Nagaland,9190158144,nisha.badal@gmail.com,2023-06-16,Active
224,BEN335790,131,Sai Rana,BankAI,430636290339,BKAI908634,Mother,Internal,Bhalswa Jahangir Pur,Goa,2684245088,sai.rana@gmail.com,2024-02-04,Active
225,BEN401769,132,Shravya Yogi,Indian Bank,727588670509,BKAI809489,Spouse,External,Farrukhabad,Gujarat,3682223943,shravya.yogi@gmail.com,2021-12-29,Active
226,BEN404561,132,Vihaan Bora,Yes Bank,413713286789,BKAI848831,Self,External,Jabalpur,Himachal Pradesh,3975523149,vihaan.bora@gmail.com,2021-06-17,Active
227,BEN689318,133,Varenya Narasimhan,BankAI,399342776393,BKAI243941,Self,Internal,Bhimavaram,Chhattisgarh,5620533645,varenya.narasimhan@gmail.com,2018-02-10,Active
228,BEN768933,133,Udant Parmer,BankAI,156834600261,BKAI205065,Brother,Internal,Morbi,Nagaland,2914283411,udant.parmer@gmail.com,2018-05-17,Active
229,BEN526673,134,Hitesh Bansal,BankAI,626029124512,BKAI782139,Father,Internal,Tinsukia,Nagaland,2563942788,hitesh.bansal@gmail.com,2023-03-14,Active
230,BEN783984,134,Jagdish Gandhi,Bandhan Bank,355868954463,BKAI661147,Friend,External,Amroha,Goa,9927503731,jagdish.gandhi@gmail.com,2016-11-19,Active
231,BEN138105,135,Harshil Vasa,BankAI,964993505193,BKAI619447,Father,Internal,Munger,Meghalaya,0051844989,harshil.vasa@gmail.com,2018-01-08,Active
232,BEN109717,135,Balvan Varughese,Bandhan Bank,724051842709,BKAI732063,Self,External,Gandhinagar,Haryana,5577908272,balvan.varughese@gmail.com,2022-08-30,Active
233,BEN240718,135,Jagvi Doctor,Indian Bank,657706054926,BKAI590755,Mother,External,Sangli-Miraj & Kupwad,Kerala,3651777392,jagvi.doctor@gmail.com,2017-05-08,Active
234,BEN114768,136,Devansh Dyal,Punjab National Bank,472530937217,BKAI929179,Mother,External,Anand,Arunachal Pradesh,0242869904,devansh.dyal@gmail.com,2018-11-09,Active
235,BEN967161,137,Warda Garde,Bandhan Bank,664477687248,BKAI443856,Self,External,Bulandshahr,Punjab,9298425799,warda.garde@gmail.com,2018-11-30,Active
236,BEN107161,138,Dominic Chopra,Bandhan Bank,522026859243,BKAI346961,Sister,External,Panihati,Mizoram,2912799088,dominic.chopra@gmail.com,2023-06-05,Active
237,BEN374258,138,Aadi Sankar,IDFC FIRST Bank,497944539920,BKAI826420,Father,External,Uluberia,West Bengal,8637659916,aadi.sankar@gmail.com,2018-12-06,Active
238,BEN823821,138,Chakrika Mander,Canara Bank,800583966022,BKAI409369,Brother,External,Bardhaman,Gujarat,0981806356,chakrika.mander@gmail.com,2023-12-11,Active
239,BEN577079,138,Jonathan Lal,BankAI,510623522096,BKAI536045,Friend,Internal,Buxar,Kerala,6368872588,jonathan.lal@gmail.com,2021-02-20,Active
240,BEN813390,139,Rushil Devi,Yes Bank,756076610661,BKAI925618,Self,External,Berhampur,Manipur,1386589026,rushil.devi@gmail.com,2021-05-30,Active
241,BEN164758,139,Teerth Chakrabarti,Bandhan Bank,704854978910,BKAI630041,Father,External,Firozabad,Haryana,1906698490,teerth.chakrabarti@gmail.com,2020-05-26,Active
242,BEN221886,139,Isha Vasa,Indian Bank,326260145202,BKAI851742,Spouse,External,Jammu,Arunachal Pradesh,9205302146,isha.vasa@gmail.com,2025-05-26,Active
243,BEN638179,140,Abhimanyu Biswas,BankAI,600000441294,BKAI691303,Self,Internal,Jamalpur,Jharkhand,5439376904,abhimanyu.biswas@gmail.com,2021-03-27,Active
244,BEN366817,140,Bina Thakur,State Bank of India,103506639908,BKAI882032,Father,External,Mau,Bihar,8947697357,bina.thakur@gmail.com,2025-08-07,Active
245,BEN172371,141,Dalbir Kuruvilla,BankAI,136387268746,BKAI401036,Brother,Internal,Eluru,Rajasthan,3565880434,dalbir.kuruvilla@gmail.com,2017-10-18,Active
246,BEN501058,142,Hemal Soni,Canara Bank,513938194900,BKAI184148,Friend,External,Raichur,Gujarat,2373334333,hemal.soni@gmail.com,2018-12-31,Active
247,BEN224395,142,Damyanti Dar,BankAI,531804237227,BKAI654531,Self,Internal,Kumbakonam,Punjab,8075957947,damyanti.dar@gmail.com,2023-12-03,Active
248,BEN657772,143,Janya Dave,Union Bank of India,371569339299,BKAI583000,Mother,External,Hajipur,Uttar Pradesh,7808562718,janya.dave@gmail.com,2023-04-30,Active
249,BEN133782,143,Henry Raghavan,Yes Bank,829326155336,BKAI539605,Spouse,External,Anantapur,Kerala,2843479552,henry.raghavan@gmail.com,2016-07-05,Active
250,BEN205797,143,Quincy Patla,BankAI,136910709084,BKAI568127,Spouse,Internal,Parbhani,Manipur,9293143866,quincy.patla@gmail.com,2018-07-14,Active
251,BEN345722,144,Aarna Goda,BankAI,338541452006,BKAI891030,Business Partner,Internal,Panchkula,Chhattisgarh,7448906120,aarna.goda@gmail.com,2025-10-14,Active
252,BEN705526,145,Varenya Natt,BankAI,948676594151,BKAI805200,Friend,Internal,Karimnagar,Kerala,5061593998,varenya.natt@gmail.com,2023-10-06,Active
253,BEN533649,145,Yagnesh Sekhon,BankAI,401938352484,BKAI163918,Spouse,Internal,Eluru,Punjab,7225699611,yagnesh.sekhon@gmail.com,2019-10-14,Active
254,BEN682851,145,Nitara Manne,IndusInd Bank,153668282650,BKAI461145,Employee,External,Mahbubnagar,Rajasthan,4759876220,nitara.manne@gmail.com,2018-11-22,Active
255,BEN528090,145,Jagrati Ganesan,IDFC FIRST Bank,427058399256,BKAI494747,Father,External,Kota,Bihar,7800681149,jagrati.ganesan@gmail.com,2020-05-21,Active
256,BEN944917,146,Ishwar Kota,IDFC FIRST Bank,714427816253,BKAI532723,Employee,External,Mango,Rajasthan,2820055778,ishwar.kota@gmail.com,2020-03-03,Active
257,BEN446305,146,Gaurang Shan,Punjab National Bank,188676926429,BKAI571635,Friend,External,Loni,Rajasthan,5783174564,gaurang.shan@gmail.com,2025-05-20,Active
258,BEN495489,146,Yutika Deshpande,State Bank of India,764318362436,BKAI732209,Self,External,Baranagar,Meghalaya,7740649308,yutika.deshpande@gmail.com,2025-08-08,Active
259,BEN602681,147,Rudra Krish,Indian Bank,468967896485,BKAI417915,Employee,External,Pali,Uttarakhand,3416389448,rudra.krish@gmail.com,2026-04-01,Active
260,BEN883159,147,Gavin Deshpande,BankAI,933221817190,BKAI602184,Employer,Internal,Bhubaneswar,Rajasthan,9749735020,gavin.deshpande@gmail.com,2018-08-14,Active
261,BEN678897,147,Lohit Luthra,BankAI,951784850549,BKAI396809,Brother,Internal,Bahraich,Telangana,3120735647,lohit.luthra@gmail.com,2020-06-08,Active
262,BEN588640,148,Chaitaly Dhingra,Bandhan Bank,980891814797,BKAI857505,Sister,External,Shimoga,Tripura,1872346013,chaitaly.dhingra@gmail.com,2017-01-01,Active
263,BEN877259,149,Hardik Sharma,State Bank of India,117806602466,BKAI373441,Spouse,External,Saharsa,Sikkim,7645208814,hardik.sharma@gmail.com,2019-11-14,Active
264,BEN341192,150,Ati Kamdar,BankAI,724401657321,BKAI973844,Father,Internal,Noida,Rajasthan,5024916300,ati.kamdar@gmail.com,2020-03-30,Active
265,BEN858705,150,Ria Chakraborty,Punjab National Bank,914504875619,BKAI614426,Sister,External,Sangli-Miraj & Kupwad,Meghalaya,9500528127,ria.chakraborty@gmail.com,2018-03-15,Active
266,BEN668471,151,Theodore Hans,Union Bank of India,808628043770,BKAI161585,Spouse,External,Burhanpur,Kerala,4077848739,theodore.hans@gmail.com,2017-01-04,Active
267,BEN532424,152,Vivaan Maharaj,Yes Bank,356111913411,BKAI171269,Friend,External,Coimbatore,Mizoram,7448570862,vivaan.maharaj@gmail.com,2026-04-26,Active
268,BEN791309,152,Oeshi Bhatnagar,State Bank of India,119275187833,BKAI106933,Spouse,External,Jhansi,Mizoram,8294565118,oeshi.bhatnagar@gmail.com,2021-10-22,Active
269,BEN117975,152,Anamika Jaggi,Punjab National Bank,995510198977,BKAI831758,Friend,External,Shivpuri,Gujarat,0967899405,anamika.jaggi@gmail.com,2017-05-18,Active
270,BEN352674,153,Hemang Swamy,Indian Bank,779429174674,BKAI652029,Mother,External,Bhind,Uttar Pradesh,5865094801,hemang.swamy@gmail.com,2022-06-12,Active
271,BEN692447,154,Daksha Kashyap,Canara Bank,347807743042,BKAI414546,Friend,External,Jhansi,Gujarat,9288619576,daksha.kashyap@gmail.com,2016-11-29,Active
272,BEN524965,155,Zayyan Nazareth,State Bank of India,513945786992,BKAI679549,Sister,External,Deoghar,Punjab,5585566593,zayyan.nazareth@gmail.com,2019-04-12,Active
273,BEN986392,155,Lakshmi Parsa,BankAI,810533231606,BKAI922478,Mother,Internal,Sultan Pur Majra,Madhya Pradesh,0490824043,lakshmi.parsa@gmail.com,2016-10-18,Active
274,BEN340927,155,Faras Chandra,Bandhan Bank,863937745035,BKAI694316,Sister,External,Jaunpur,Kerala,2459334419,faras.chandra@gmail.com,2025-11-24,Active
275,BEN288066,155,Nicholas Subramanian,Punjab National Bank,118530570661,BKAI317221,Spouse,External,Morbi,Uttarakhand,9409610556,nicholas.subramanian@gmail.com,2017-12-25,Active
276,BEN691353,156,Rayaan Bhagat,Punjab National Bank,723803078132,BKAI975194,Friend,External,Loni,Arunachal Pradesh,8925832067,rayaan.bhagat@gmail.com,2018-10-29,Active
277,BEN928897,156,Indrajit Sankaran,Yes Bank,860159724595,BKAI859340,Self,External,Singrauli,Chhattisgarh,5179086416,indrajit.sankaran@gmail.com,2018-01-22,Active
278,BEN343420,156,Warda Hora,BankAI,185206458852,BKAI457137,Spouse,Internal,Tenali,Rajasthan,8983314659,warda.hora@gmail.com,2019-07-15,Active
279,BEN921609,157,Rajeshri Pall,State Bank of India,598184362921,BKAI614435,Father,External,Pondicherry,Kerala,4259792703,rajeshri.pall@gmail.com,2020-03-20,Active
280,BEN189856,158,Dayita Bhagat,IndusInd Bank,781921266516,BKAI409727,Friend,External,Udupi,Chhattisgarh,0514770538,dayita.bhagat@gmail.com,2018-06-04,Active
281,BEN846247,158,Warhi Dhaliwal,BankAI,799151485081,BKAI261771,Friend,Internal,Gandhinagar,Odisha,4204394070,warhi.dhaliwal@gmail.com,2022-11-13,Active
282,BEN207197,160,Darika Bahl,Yes Bank,195058393769,BKAI296494,Sister,External,Kharagpur,Haryana,8157981238,darika.bahl@gmail.com,2020-03-04,Active
283,BEN471106,160,Jatin Wagle,State Bank of India,201164603756,BKAI725920,Spouse,External,Thoothukudi,Meghalaya,2055543840,jatin.wagle@gmail.com,2022-10-13,Active
284,BEN506637,160,Jeevika Doshi,BankAI,193540819071,BKAI860053,Business Partner,Internal,Singrauli,Sikkim,1689363926,jeevika.doshi@gmail.com,2023-09-12,Active
285,BEN415759,161,Ekaja Jhaveri,ICICI Bank,642318677697,BKAI253023,Self,External,Amaravati,Nagaland,2482629251,ekaja.jhaveri@gmail.com,2021-07-18,Active
286,BEN358568,162,Nitara Dhingra,Bank of Baroda,790291006942,BKAI619886,Spouse,External,Imphal,Maharashtra,4742312209,nitara.dhingra@gmail.com,2024-03-24,Active
287,BEN448354,163,Kala Kashyap,BankAI,782219534733,BKAI498343,Friend,Internal,Secunderabad,Assam,2897526772,kala.kashyap@gmail.com,2022-09-22,Active
288,BEN415029,164,Samarth Aurora,IndusInd Bank,762802209928,BKAI829066,Father,External,Haridwar,Haryana,3127975736,samarth.aurora@gmail.com,2022-11-24,Active
289,BEN870571,164,Nirja Ramesh,Bank of Baroda,798769522845,BKAI614858,Employee,External,Saharsa,Bihar,7038860868,nirja.ramesh@gmail.com,2017-08-26,Active
